#SKILL
Guild        0
Code         do_berserk
Dammsg       ~
Wearoff      ???~
Teachers     4 32012 32011 412~
Minlevel     85
End

#SKILL
Name         bribe~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        5
Code         do_bribe
Dammsg       ~
Wearoff      !!~
Teachers     4 10104~
Minlevel     25
End

#SKILL
Name         capital ships~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     90
End

#SKILL
Name         circle~
Type         Skill
Flags        0
Minpos       7
Rounds       8
Guild        3
Code         do_circle
Dammsg       circle~
Wearoff      !Circle!~
Teachers     4 32050~
Minlevel     50
End

#SKILL
Name         climb~
Type         Skill
Flags        0
Target       1
Minpos       8
Rounds       10
Guild        4
Code         do_climb
Dammsg       climb~
Wearoff      !climb!~
Teachers     4 32009 410~
Minlevel     7
End

#SKILL
Name         detrap~
Type         Skill
Flags        0
Minpos       6
Rounds       24
Guild        4
Code         do_detrap
Dammsg       ~
Wearoff      !Detrap!~
Teachers     4 32009~
Minlevel     32
End

#SKILL
Name         dig~
Type         Skill
Flags        0
Minpos       8
Rounds       20
Guild        4
Code         do_dig
Dammsg       ~
Teachers     4 6805 6819~
Minlevel     2
End

#SKILL
Name         disarm~
Type         Skill
Flags        0
Minpos       7
Rounds       24
Guild        0
Code         do_disarm
Dammsg       ~
Wearoff      !Disarm!~
Teachers     4 32012 32011 412~
Minlevel     95
End

#SKILL
Name         disguise~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        4
Code         do_disguise
Dammsg       ~
Wearoff      !disguise!~
Teachers     4 32009~
Minlevel     80
End

#SKILL
Name         duck~
Type         Skill
Flags        0
Minpos       7
Guild        4
Code         spell_null
Dammsg       ~
Wearoff      !Duck!~
Minlevel     52
End

#SKILL
Name         dodge~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Dodge!~
Teachers     4 32012 32011 412~
Minlevel     50
End

#SKILL
Name         dominate~
Type         Skill
Flags        524288
Target       1
Minpos       8
Rounds       12
Guild        6
Code         spell_charm_person
Dammsg       ~
Teachers     4 32011~
Minlevel     80
End

#SKILL
Name         doorbash~
Type         Skill
Flags        0
Minpos       8
Rounds       24
Guild        3
Code         do_bashdoor
Dammsg       bashdoor~
Wearoff      !Bash Door!~
Teachers     4 32050~
Minlevel     10
End

#SKILL
Name         dual wield~
Type         Skill
Flags        0
Minpos       8
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Dual Wield!~
Teachers     4 32012 32011 412~
Minlevel     27
End

#SKILL
Name         elite_guard~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_elite_guard
Dammsg       ~
Wearoff      !!~
Minlevel     75
End

#SKILL
Name         enhanced damage~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Enhanced Damage!~
Teachers     4 32012 32011 412~
Minlevel     10
End

#SKILL
Name         first aid~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        8
Code         do_first_aid
Dammsg       ~
Wearoff      !First Aid!~
Teachers     4 32006~
Minlevel     2
End

#SKILL
Name         inoculate~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        8
Code         do_inoculate
Dammsg       ~
Wearoff      !Inoculate!~
Teachers     4 32006 32009~
Minlevel     20
End

#SKILL
Name         loadinoculator~
Type         Skill
Flags        0
Minpos       8
Rounds       4
Guild        8
Code         do_loadinoculator
Dammsg       ~
Wearoff      ~
Teachers     4 32006 32009~
Minlevel     15
End

#SKILL
Name         concentrate~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_concentrate
Dammsg       ~
Wearoff      !Concentrate!~
Teachers     4 32006 32009~
Minlevel       30
End

#SKILL
Name         mix~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_mix
Dammsg       ~
Wearoff      !Mix!~
Teachers     4 32006 32009~
Minlevel     35
End

#SKILL
Name         brew~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_brew
Dammsg       ~
Wearoff      !Brew!~
Teachers     4 32006 32009~
Minlevel     40
End

#SKILL
Name         loremedicine~
Type         Skill
Flags        0
Minpos       8
Rounds       6
Guild        8
Code         do_loremedicine
Dammsg       ~
Wearoff      ~
Teachers     4 32006 32009~
Minlevel     10
End

#SKILL
Name         makemedpac~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_makemedpac
Dammsg       ~
Wearoff      !MakeMedpac!~
Teachers     4 32006 32009~
Minlevel     20
End

#SKILL
Name         makeinoculator~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_makeinoculator
Dammsg       ~
Wearoff      !MakeInoculator!~
Teachers     4 32006 32009~
Minlevel     25
End

#SKILL
Name         makeshot~
Type         Skill
Flags        0
Minpos       5
Rounds       12
Guild        8
Code         do_makeshot
Dammsg       ~
Wearoff      !MakeShot!~
Teachers     4 32006 32009~
Minlevel     25
End

#SKILL
Name         focus strength~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       20
Guild        3
Code         spell_smaug
Dammsg       ~
Hitchar      A strong mind leads to a stronger body.~
Teachers     4 32050~
Affect       'l*10' 1 '2+(l/33)' 0
Minlevel     70
End

#SKILL
Name         gather_intelligence~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     90
End

#SKILL
Name         improved_concentration~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         spell_null
Dammsg       ~
Wearoff      !Improved Concentration!~
Minlevel     45
End

#SKILL
Name         gemcutting~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_gemcutting
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     70
End

#SKILL
Name         gouge~
Type         Skill
Flags        0
Minpos       7
Rounds       10
Guild        0
Code         do_gouge
Dammsg       gouge~
Wearoff      !Gouge!~
Teachers     4 32012 32011 412~
Minlevel     30
End

#SKILL
Name         grenades~
Type         Skill
Flags        0
Minpos       5
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32012 32011 412~
Minlevel     61
End

#SKILL
Name         grip~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Grip!~
Teachers     4 32012 32011 412~
Minlevel     50
End

#SKILL
Name         heightened accuracy~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       20
Guild        3
Code         spell_smaug
Dammsg       ~
Hitchar      You focus on your ability to hit your oponent.~
Teachers     4 32050~
Affect       'l*10' 18 '2+(l/33)' 0
Minlevel     85
End

#SKILL
Name         hide~
Type         Skill
Flags        0
Target       3
Minpos       5
Rounds       12
Guild        4
Code         do_hide
Dammsg       ~
Wearoff      You are no longer hidden.~
Hitvict      You attempt to hide.~
Misschar     You attempt to hide.~
Teachers     4 32009 410~
Affect       'l*23' 26 'hide' 65536
Minlevel     15
End

#SKILL
Name         hijack~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        4
Code         do_hijack
Dammsg       ~
Wearoff      !Hijack!~
Teachers     4 32009~
Minlevel     95
End

#SKILL
Name         hitall~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        0
Code         do_hitall
Dammsg       hit~
Wearoff      !HitAll!~
Teachers     4 32012 32011 412~
Minlevel     87
End

#SKILL
Name         slice~
Type         Skill
Flags        0
Minpos       8
Rounds       10
Guild        0
Code         do_slice
Dammsg       slice~
Wearoff      !Slice!~
Teachers     4 32012 32011 412~
Minlevel     90
End

#SKILL
Name         inner strength~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       20
Guild        3
Code         spell_smaug
Dammsg       ~
Hitchar      You harden yourself against pain.~
Teachers     4 32050~
Affect       'l*10' 13 'l*10' 0
Affect       'l*10' 5 '1+(l/50)' 0
Minlevel     80
End

#SKILL
Name         jail~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_jail
Dammsg       ~
Wearoff      !!~
Teachers     4 408~
Minlevel     25
End

#SKILL
Name         kick~
Type         Skill
Flags        0
Target       1
Minpos       7
Rounds       8
Guild        0
Code         do_kick
Dammsg       kick~
Wearoff      !Kick!~
Teachers     4 32012 32011 412~
Minlevel     6
End

#SKILL
Name         lightsaber crafting~
Type         Skill
Flags        0
Minpos       5
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 50 605~
Minlevel     25
End

#SKILL
Name         double lightsaber crafting~
Type         Skill
Flags        0
Minpos       5
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 50 605~
Minlevel     60
End

#SKILL
Name         double lightsabers~
Type         Weapon
Flags        0
Minpos       7
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Double Lightsabers!~
Teachers     4 50 605~
Minlevel     35
End

#SKILL
Name         limber~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       20
Guild        3
Code         spell_smaug
Dammsg       ~
Hitchar      You relax your muscles becoming limber and agile.~
Misschar     You can't become any more limber.~
Teachers     4 32050~
Affect       'l*10' 2 '2+(l/33)' 0
Minlevel     90
End

#SKILL
Name         makearmor~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makearmor
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     70
End

#SKILL
Name         makeaxe~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makeaxe
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     65
End

#SKILL
Name         makewhip~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makewhip
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     65
End

#SKILL
Name         makebowcaster~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makebowcaster
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     70
End

#SKILL
Name         makeforcepike~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makeforcepike
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     75
End

#SKILL
Name         makedrinkcon~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makedrinkcon
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     40
End

#SKILL
Name         makeblade~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makeblade
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     40
End

#SKILL
Name         makevibrosword~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makevibrosword
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     65
End

#SKILL
Name         makeblaster~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makeblaster
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     95
End

#SKILL
Name         makecomlink~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makecomlink
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     5
End

#SKILL
Name         makecontainer~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makecontainer
Dammsg       ~
Wearoff      !done!~
Teachers     4 10340 32010 206~
Minlevel     1
End

#SKILL
Name         makeflashlight~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makelight
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     10
End

#SKILL
Name         makegrenade~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makegrenade
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     95
End

#SKILL
Name         makejewelry~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makejewelry
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     80
End

#SKILL
Name         makelandmine~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makelandmine
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     90
End

#SKILL
Name         makeshield~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makeshield
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     60
End

#SKILL
Name         mass_propeganda~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        5
Code         do_mass_propeganda
Dammsg       ~
Wearoff      !!~
Minlevel     80
End

#SKILL
Name         meditate~
Type         Skill
Flags        12582912
Target       3
Minpos       5
Rounds       25
Guild        7
Code         spell_smaug
Dammsg       ~
Hitvict      You meditate peacefully, tuning yourself to the Force.~
Missvict     You spend several minutes in deep concentration, but fail to find the Force.~
Teachers     4 50 605~
Affect       '' 12 'l' 0
Minlevel     1
End

#SKILL
Name         midships~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     30
End

#SKILL
Name         mine~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        0
Code         do_mine
Dammsg       ~
Wearoff      !mine!~
Teachers     4 32012 32011 412~
Minlevel     90
End

#SKILL
Name         mount~
Type         Skill
Flags        0
Minpos       8
Rounds       10
Guild        0
Code         do_mount
Dammsg       ~
Wearoff      !Search!~
Teachers     4 412~
Minlevel     7
End

#SKILL
Name         navigation~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 10340 32007 32008 32040~
Minlevel     1
End

#SKILL
Name         deflect~
Type         Skill
Flags        0
Minpos       7
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Deflect!~
Minlevel     55
End

#SKILL
Name         parry~
Type         Skill
Flags        0
Minpos       7
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Parry!~
Teachers     4 50 605~
Minlevel     25
End

#SKILL
Name         pick lock~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        4
Code         do_pick
Dammsg       ~
Wearoff      !Pick!~
Teachers     4 32009~
Minlevel     40
End

#SKILL
Name         pick ship lock~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        4
Code         do_pickshiplock
Dammsg       ~
Wearoff      !Pickshiplock!~
Teachers     4 32009~
Minlevel     90
End

#SKILL
Name         poison weapon~
Type         Skill
Flags        0
Target       4
Minpos       8
Rounds       12
Guild        3
Code         do_poison_weapon
Dammsg       poisonous concoction~
Wearoff      !Poison Weapon!~
Teachers     4 32050~
Minlevel     30
End

#SKILL
Name         post guard~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_postguard
Dammsg       ~
Wearoff      !post guard!~
Teachers     4 32011~
Minlevel     35
End

#SKILL
Name         propeganda~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        5
Code         do_propeganda
Dammsg       ~
Wearoff      !!~
Teachers     4 10104~
Minlevel     50
End

#SKILL
Name         punch~
Type         Skill
Flags        0
Target       1
Minpos       7
Rounds       8
Guild        0
Code         do_punch
Dammsg       punch~
Wearoff      !Punch!~
Teachers     4 32012 32011 412~
Minlevel     12
End

#SKILL
Name         reinforcements~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_reinforcements
Dammsg       ~
Wearoff      !reinforcements!~
Teachers     4 32011~
Minlevel     65
End

#SKILL
Name         rescue~
Type         Skill
Flags        0
Minpos       7
Rounds       12
Guild        0
Code         do_rescue
Dammsg       ~
Wearoff      !Rescue!~
Teachers     4 32012 32011 412~
Minlevel     8
End

#SKILL
Name         scan~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        0
Code         do_scan
Dammsg       ~
Wearoff      !Scan!~
Teachers     4 10340 32012 32011 412~
Minlevel     1
End

#SKILL
Name         search~
Type         Skill
Flags        0
Minpos       8
Rounds       20
Guild        4
Code         do_search
Dammsg       ~
Wearoff      !Search!~
Teachers     4 32009 410~
Minlevel     3
End

#SKILL
Name         second attack~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Second Attack!~
Teachers     4 32012 32011 412~
Minlevel     45
End

#SKILL
Name         seduce~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        5
Code         do_seduce
Dammsg       ~
Wearoff      !!~
Minlevel     65
End

#SKILL
Name         see masking~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       20
Guild        3
Code         spell_smaug
Dammsg       ~
Hitchar      You focus your senses in an effort to detect the unseen.~
Teachers     4 32050~
Affect       'l*5' 26 'detect invis' 8
Minlevel     60
End

#SKILL
Name         ship maintenance~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32010 206~
Minlevel     25
End

#SKILL
Name         ship systems~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 10340 32007 32008 32040~
Minlevel     1
End

#SKILL
Name         smalltalk~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        5
Code         do_smalltalk
Dammsg       ~
Wearoff      !!~
Teachers     4 10104~
Minlevel     10
End

#SKILL
Name         sneak~
Type         Skill
Flags        0
Target       3
Minpos       8
Rounds       1
Guild        4
Code         spell_smaug
Dammsg       ~
Hitvict      You attempt to move silently.~
Misschar     You attempt to move silently.~
Teachers     4 32009 410~
Affect       'l*23' 26 'sneak' 32768
Minlevel     5
End

#SKILL
Name         snipe~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        0
Code         do_snipe
Dammsg       ~
Wearoff      !snipe!~
Teachers     4 32012 32011 412~
Minlevel     35
End

#SKILL
Name         space combat 1~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     25
End

#SKILL
Name         evade~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !Evade!~
Teachers     4 32007 32008 32040~
Minlevel     30
End

#SKILL
Name         space combat 2~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     50
End

#SKILL
Name         space combat 3~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     75
End

#SKILL
Name         special_forces~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_special_forces
Dammsg       ~
Wearoff      !!~
Minlevel     100
End

#SKILL
Name         spice refining~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32029~
Minlevel     50
End

#SKILL
Name         starfighters~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 10340 32007 32008 32040~
Minlevel     1
End

#SKILL
Name         steal~
Type         Skill
Flags        0
Minpos       8
Rounds       24
Guild        4
Code         do_steal
Dammsg       ~
Wearoff      !Steal!~
Teachers     4 0~
Minlevel     20
End

#SKILL
Name         stun~
Type         Skill
Flags        0
Guild        0
Target       1
Minpos       7
Rounds       8
Code         do_stun
Dammsg       stun~
Wearoff      You regain consciousness.~
Teachers     4 32012 32011 412~
Minlevel     105
End

#SKILL
Name         third attack~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Third Attack!~
Teachers     4 32012 32011 412~
Minlevel     95
End

#SKILL
Name         fourth attack~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Fourth Attack!~
Minlevel     115
End

#SKILL
Name         fifth attack~
Type         Skill
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Fifth Attack!~
Minlevel     135
End

#SKILL
Name         deadeye~
Type         Skill
Flags        0
Minpos       6
Guild        4
Code         spell_null
Dammsg       ~
Wearoff      !Deadeye!~
Minlevel     60
End

#SKILL
Name         appraiseitem~
Type         Skill
Flags        0
Minpos       6
Guild        4
Code         do_appraiseitem
Dammsg       ~
Wearoff      !Appraise Item!~
Minlevel     20
End

#SKILL
Name         throw~
Type         Skill
Flags        0
Minpos       6
Rounds       12
Guild        0
Code         do_throw
Dammsg       ~
Wearoff      !throw!~
Teachers     4 32012 32011 412~
Minlevel     5
End

#SKILL
Name         vibro-axes~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Vibro-Axes!~
Minlevel     25
End

#SKILL
Name         saber_throwing~
Type         Skill
Flags        0
Minpos       6
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Saber Throwing!~
Minlevel     55
End

#SKILL
Name         dagger_throwing~
Type         Skill
Flags        0
Minpos       6
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Dagger Throwing!~
Minlevel     55
End

#SKILL
Name         axe_throwing~
Type         Skill
Flags        0
Minpos       6
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Axe Throwing!~
Minlevel     55
End

#SKILL
Name         spear_throwing~
Type         Skill
Flags        0
Minpos       6
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Spear Throwing!~
Minlevel     55
End

#SKILL
Name         entangling_throw~
Type         Skill
Flags        0
Minpos       6
Guild        3
Code         spell_null
Dammsg       entangling whip~
Wearoff      !Entangling Throw!~
Minlevel     15
End

#SKILL
Name         telekinetic_throwing~
Type         Skill
Flags        0
Minpos       6
Mana         15
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Telekinetic Throwing!~
Minlevel     50
End

#SKILL
Name         torture~
Type         Skill
Flags        0
Minpos       8
Rounds       12
Guild        6
Code         do_torture
Dammsg       ~
Wearoff      !torture!~
Teachers     4 32029~
Minlevel     85
End

#SKILL
Name         track~
Type         Skill
Flags        0
Minpos       8
Rounds       14
Guild        3
Code         do_track
Dammsg       ~
Wearoff      !Track!~
Teachers     4 32050~
Minlevel     3
End

#SKILL
Name         tractor beams~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     35
End

#SKILL
Name         trance~
Type         Skill
Flags        12582912
Target       3
Minpos       5
Rounds       32
Guild        7
Code         spell_smaug
Dammsg       ~
Wearoff      !TRANCE!~
Hitvict      You enter a peaceful trance, tuning yourself to the Force.~
Missvict     You spend several minutes in a deep trance, but fail to find the Force.~
Teachers     4 50 605~
Affect       '' 12 '75' 0
Minlevel     60
End

#SKILL
Name         weapon systems~
Type         Skill
Flags        0
Minpos       5
Guild        1
Code         spell_null
Dammsg       ~
Wearoff      !done!~
Teachers     4 32007 32008 32040~
Minlevel     2
End

#SKILL
Name         blasters~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Blasters!~
Teachers     4 32012 32011 412~
Minlevel     2
End

#SKILL
Name         bludgeons~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Bludgeons!~
Minlevel     1
End

#SKILL
Name         situational_awareness~
Type         Skill
Flags        0
Minpos       8
Guild        3
Code         do_situational_awareness
Dammsg       ~
Wearoff      You relax your heightened awareness.~
Teachers     4 32050~
Minlevel     10
End

#SKILL
Name         blackjack~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_blackjack
Dammsg       ~
Wearoff      !Blackjack!~
Teachers     4 10340 32006~
Minlevel     55
End

#SKILL
Name         cheap~
Type         Skill
Flags        0
Minpos       8
Guild        4
Code         do_cheap
Dammsg       ~
Wearoff      !Cheap!~
Teachers     4 10340 32006~
Minlevel     25
End

#SKILL
Name         scrapattack~
Type         Skill
Flags        0
Minpos       8
Guild        2
Code         do_scrapattack
Dammsg       ~
Wearoff      !Scrapattack!~
Teachers     4 32002~
Minlevel     30
End

#SKILL
Name         bind~
Type         Skill
Flags        0
Minpos       8
Guild        6
Code         do_bind
Dammsg       ~
Wearoff      !Bind!~
Teachers     4 10340~
Minlevel     25
End

#SKILL
Name         unbind~
Type         Skill
Flags        0
Minpos       8
Guild        6
Code         do_unbind
Dammsg       ~
Wearoff      ~
Teachers     4 10340~
Minlevel     15
End

#SKILL
Name         makebludgeon~
Type         Skill
Flags        0
Minpos       5
Guild        2
Code         do_makebludgeon
Dammsg       ~
Wearoff      !Makebludgeon!~
Teachers     4 32002~
Minlevel     20
End

#SKILL
Name         bowcasters~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Teachers     4 32012 32011 412~
Minlevel     15
End

#SKILL
Name         whips~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Whips!~
Minlevel     50
End

#SKILL
Name         force pikes~
Type         Weapon
Flags        0
Guild        0
Code         spell_null
Dammsg       ~
Teachers     4 32012 32011 412~
Minlevel     10
End

#SKILL
Name         lightsabers~
Type         Weapon
Flags        0
Minpos       7
Guild        7
Code         spell_null
Dammsg       ~
Wearoff      !Lightsabers!~
Teachers     4 50 605~
Minlevel     20
End

#SKILL
Name         claws~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Claws!~
Minlevel     10
End

#SKILL
Name         vibro-blades~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Vibro-Blades!~
Teachers     4 10340 32012 32011 412~
Minlevel     1
End

#SKILL
Name         vibro-swords~
Type         Weapon
Flags        0
Minpos       7
Guild        0
Code         spell_null
Dammsg       ~
Wearoff      !Vibro-Swords!~
Teachers     4 10340 32012 32011 412~
Minlevel     25
End

#SKILL
Name         adarian~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Adarian!~
Minlevel     1
End

#SKILL
Name         chadra-fan~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         common~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Common!~
Minlevel     1
End

#SKILL
Name         defel~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         duinuogwuin~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         ewok~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !!~
Minlevel     1
End

#SKILL
Name         gamorrean~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Gamorrean!~
Minlevel     1
End

#SKILL
Name         hutt~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Hutt!~
Minlevel     1
End

#SKILL
Name         jawa~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Jawa!~
Minlevel     1
End

#SKILL
Name         mon calamari~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Mon Calamari!~
Minlevel     1
End

#SKILL
Name         noghri~
Type         Tongue
Flags        0
Code         spell_null
Dammsg       ~
Wearoff      !Noghri!~
Minlevel     1
End

#SKILL
Name         quarren~
Type         Tongue
Flags        0
